Model,Role,Condition,Harm,Metric,trials,mean,sd,se,ci,order1,order2,Format,Cases,Grading,Type,Label
gemini-2.0-flash+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Severe,pct_cumulative,2,7.5,0.707,0.5,0.98,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.0-flash+llama-4-scout+gemini-2.5-pro
gemini-2.5-pro+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,None,pct_cumulative,2,100,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gemini-2.5-pro+gpt-5
gemini-2.5-pro+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,2,95,1.414,1,1.96,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gemini-2.5-pro+gpt-5
gemini-2.5-pro+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Mild,pct_cumulative,2,70,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gemini-2.5-pro+gpt-5
gemini-2.5-pro+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Moderate,pct_cumulative,2,40,1.414,1,1.96,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gemini-2.5-pro+gpt-5
gemini-2.5-pro+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Severe,pct_cumulative,2,10.5,2.121,1.5,2.94,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gemini-2.5-pro+gpt-5
gemini-2.5-pro+gpt-5+claude-3.7-sonnet,Agent3,Guardian+Guardian,None,pct_cumulative,1,100,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5+claude-3.7-sonnet
gemini-2.5-pro+gpt-5+claude-3.7-sonnet,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,1,96,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5+claude-3.7-sonnet
gemini-2.5-pro+gpt-5+claude-3.7-sonnet,Agent3,Guardian+Guardian,Mild,pct_cumulative,1,72,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5+claude-3.7-sonnet
gemini-2.5-pro+gpt-5+claude-3.7-sonnet,Agent3,Guardian+Guardian,Moderate,pct_cumulative,1,43,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5+claude-3.7-sonnet
gemini-2.5-pro+gpt-5+claude-3.7-sonnet,Agent3,Guardian+Guardian,Severe,pct_cumulative,1,11,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5+claude-3.7-sonnet
gemini-2.5-pro+gpt-5+gemini-2.5-pro,Agent3,Guardian+Guardian,None,pct_cumulative,1,100,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5+gemini-2.5-pro
gemini-2.5-pro+gpt-5+gemini-2.5-pro,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,1,96,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5+gemini-2.5-pro
gemini-2.5-pro+gpt-5+gemini-2.5-pro,Agent3,Guardian+Guardian,Mild,pct_cumulative,1,72,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5+gemini-2.5-pro
gemini-2.5-pro+gpt-5+gemini-2.5-pro,Agent3,Guardian+Guardian,Moderate,pct_cumulative,1,46,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5+gemini-2.5-pro
gemini-2.5-pro+gpt-5+gemini-2.5-pro,Agent3,Guardian+Guardian,Severe,pct_cumulative,1,15,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5+gemini-2.5-pro
gemini-2.5-pro+gpt-5+gpt-5,Agent3,Guardian+Guardian,None,pct_cumulative,1,100,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5+gpt-5
gemini-2.5-pro+gpt-5+gpt-5,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,1,96,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5+gpt-5
gemini-2.5-pro+gpt-5+gpt-5,Agent3,Guardian+Guardian,Mild,pct_cumulative,1,72,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5+gpt-5
gemini-2.5-pro+gpt-5+gpt-5,Agent3,Guardian+Guardian,Moderate,pct_cumulative,1,41,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5+gpt-5
gemini-2.5-pro+gpt-5+gpt-5,Agent3,Guardian+Guardian,Severe,pct_cumulative,1,11,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5+gpt-5
gemini-2.5-pro+gpt-5-mini+gemini-2.5-pro,Agent3,Guardian+Guardian,None,pct_cumulative,2,100,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5-mini+gemini-2.5-pro
gemini-2.5-pro+gpt-5-mini+gemini-2.5-pro,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,2,99,1.414,1,1.96,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5-mini+gemini-2.5-pro
gemini-2.5-pro+gpt-5-mini+gemini-2.5-pro,Agent3,Guardian+Guardian,Mild,pct_cumulative,2,70.5,2.121,1.5,2.94,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5-mini+gemini-2.5-pro
gemini-2.5-pro+gpt-5-mini+gemini-2.5-pro,Agent3,Guardian+Guardian,Moderate,pct_cumulative,2,41.5,2.121,1.5,2.94,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5-mini+gemini-2.5-pro
gemini-2.5-pro+gpt-5-mini+gemini-2.5-pro,Agent3,Guardian+Guardian,Severe,pct_cumulative,2,11,1.414,1,1.96,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5-mini+gemini-2.5-pro
gemini-2.5-pro+gpt-5-mini+gpt-5,Agent3,Guardian+Guardian,None,pct_cumulative,10,100,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5-mini+gpt-5
gemini-2.5-pro+gpt-5-mini+gpt-5,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,10,97.4,1.174,0.371,0.728,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5-mini+gpt-5
gemini-2.5-pro+gpt-5-mini+gpt-5,Agent3,Guardian+Guardian,Mild,pct_cumulative,10,70.7,2.791,0.883,1.73,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5-mini+gpt-5
gemini-2.5-pro+gpt-5-mini+gpt-5,Agent3,Guardian+Guardian,Moderate,pct_cumulative,10,39.8,3.584,1.133,2.221,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5-mini+gpt-5
gemini-2.5-pro+gpt-5-mini+gpt-5,Agent3,Guardian+Guardian,Severe,pct_cumulative,10,9.7,2.058,0.651,1.275,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+gpt-5-mini+gpt-5
gemini-2.5-pro+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,None,pct_cumulative,2,100,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+llama-4-scout+gemini-2.5-pro
gemini-2.5-pro+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,2,98.5,0.707,0.5,0.98,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+llama-4-scout+gemini-2.5-pro
gemini-2.5-pro+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Mild,pct_cumulative,2,76,2.828,2,3.92,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+llama-4-scout+gemini-2.5-pro
gemini-2.5-pro+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Moderate,pct_cumulative,2,46,1.414,1,1.96,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+llama-4-scout+gemini-2.5-pro
gemini-2.5-pro+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Severe,pct_cumulative,2,11,2.828,2,3.92,NA,NA,NO,AllCases,Unanimous,AllHarm,gemini-2.5-pro+llama-4-scout+gemini-2.5-pro
gpt-4.1+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,None,pct_cumulative,2,100,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-4.1+gemini-2.0-flash+claude-3.7-sonnet
gpt-4.1+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,2,100,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-4.1+gemini-2.0-flash+claude-3.7-sonnet
gpt-4.1+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,Mild,pct_cumulative,2,81.5,0.707,0.5,0.98,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-4.1+gemini-2.0-flash+claude-3.7-sonnet
gpt-4.1+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,Moderate,pct_cumulative,2,47,2.828,2,3.92,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-4.1+gemini-2.0-flash+claude-3.7-sonnet
gpt-4.1+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,Severe,pct_cumulative,2,12,1.414,1,1.96,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-4.1+gemini-2.0-flash+claude-3.7-sonnet
gpt-4.1+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,None,pct_cumulative,2,100,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-4.1+gemini-2.5-pro+gpt-5
gpt-4.1+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,2,97.5,0.707,0.5,0.98,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-4.1+gemini-2.5-pro+gpt-5
gpt-4.1+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Mild,pct_cumulative,2,73.5,0.707,0.5,0.98,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-4.1+gemini-2.5-pro+gpt-5
gpt-4.1+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Moderate,pct_cumulative,2,43,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-4.1+gemini-2.5-pro+gpt-5
gpt-4.1+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Severe,pct_cumulative,2,8.5,0.707,0.5,0.98,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-4.1+gemini-2.5-pro+gpt-5
gpt-4.1+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,None,pct_cumulative,2,100,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-4.1+llama-4-scout+gemini-2.5-pro
gpt-4.1+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,2,99,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-4.1+llama-4-scout+gemini-2.5-pro
gpt-4.1+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Mild,pct_cumulative,2,70.5,3.536,2.5,4.9,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-4.1+llama-4-scout+gemini-2.5-pro
gpt-4.1+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Moderate,pct_cumulative,2,41,1.414,1,1.96,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-4.1+llama-4-scout+gemini-2.5-pro
gpt-4.1+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Severe,pct_cumulative,2,9,1.414,1,1.96,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-4.1+llama-4-scout+gemini-2.5-pro
gpt-5+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,None,pct_cumulative,2,100,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5+gemini-2.0-flash+claude-3.7-sonnet
gpt-5+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,2,97,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5+gemini-2.0-flash+claude-3.7-sonnet
gpt-5+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,Mild,pct_cumulative,2,74.5,0.707,0.5,0.98,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5+gemini-2.0-flash+claude-3.7-sonnet
gpt-5+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,Moderate,pct_cumulative,2,44.5,0.707,0.5,0.98,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5+gemini-2.0-flash+claude-3.7-sonnet
gpt-5+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,Severe,pct_cumulative,2,12,4.243,3,5.88,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5+gemini-2.0-flash+claude-3.7-sonnet
gpt-5+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,None,pct_cumulative,2,100,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5+gemini-2.5-pro+gpt-5
gpt-5+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,2,94.5,0.707,0.5,0.98,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5+gemini-2.5-pro+gpt-5
gpt-5+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Mild,pct_cumulative,2,77.5,2.121,1.5,2.94,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5+gemini-2.5-pro+gpt-5
gpt-5+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Moderate,pct_cumulative,2,47,2.828,2,3.92,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5+gemini-2.5-pro+gpt-5
gpt-5+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Severe,pct_cumulative,2,10,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5+gemini-2.5-pro+gpt-5
gpt-5+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,None,pct_cumulative,2,100,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5+llama-4-scout+gemini-2.5-pro
gpt-5+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,2,96,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5+llama-4-scout+gemini-2.5-pro
gpt-5+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Mild,pct_cumulative,2,74,1.414,1,1.96,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5+llama-4-scout+gemini-2.5-pro
gpt-5+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Moderate,pct_cumulative,2,45,1.414,1,1.96,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5+llama-4-scout+gemini-2.5-pro
gpt-5+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Severe,pct_cumulative,2,11.5,3.536,2.5,4.9,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5+llama-4-scout+gemini-2.5-pro
gpt-5-mini+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,None,pct_cumulative,2,100,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5-mini+gemini-2.5-pro+gpt-5
gpt-5-mini+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,2,95,2.828,2,3.92,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5-mini+gemini-2.5-pro+gpt-5
gpt-5-mini+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Mild,pct_cumulative,2,72.5,3.536,2.5,4.9,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5-mini+gemini-2.5-pro+gpt-5
gpt-5-mini+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Moderate,pct_cumulative,2,42,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5-mini+gemini-2.5-pro+gpt-5
gpt-5-mini+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Severe,pct_cumulative,2,10,1.414,1,1.96,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5-mini+gemini-2.5-pro+gpt-5
gpt-5-mini+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,None,pct_cumulative,2,100,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5-mini+llama-4-scout+gemini-2.5-pro
gpt-5-mini+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,2,99,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5-mini+llama-4-scout+gemini-2.5-pro
gpt-5-mini+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Mild,pct_cumulative,2,75.5,3.536,2.5,4.9,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5-mini+llama-4-scout+gemini-2.5-pro
gpt-5-mini+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Moderate,pct_cumulative,2,46.5,2.121,1.5,2.94,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5-mini+llama-4-scout+gemini-2.5-pro
gpt-5-mini+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Severe,pct_cumulative,2,12.5,0.707,0.5,0.98,NA,NA,NO,AllCases,Unanimous,AllHarm,gpt-5-mini+llama-4-scout+gemini-2.5-pro
llama-4-maverick+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,None,pct_cumulative,1,100,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-maverick+gemini-2.0-flash+claude-3.7-sonnet
llama-4-maverick+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,1,100,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-maverick+gemini-2.0-flash+claude-3.7-sonnet
llama-4-maverick+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,Mild,pct_cumulative,1,87,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-maverick+gemini-2.0-flash+claude-3.7-sonnet
llama-4-maverick+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,Moderate,pct_cumulative,1,56,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-maverick+gemini-2.0-flash+claude-3.7-sonnet
llama-4-maverick+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,Severe,pct_cumulative,1,9,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-maverick+gemini-2.0-flash+claude-3.7-sonnet
llama-4-maverick+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,None,pct_cumulative,1,100,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-maverick+gemini-2.5-pro+gpt-5
llama-4-maverick+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,1,95,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-maverick+gemini-2.5-pro+gpt-5
llama-4-maverick+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Mild,pct_cumulative,1,72,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-maverick+gemini-2.5-pro+gpt-5
llama-4-maverick+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Moderate,pct_cumulative,1,37,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-maverick+gemini-2.5-pro+gpt-5
llama-4-maverick+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Severe,pct_cumulative,1,8,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-maverick+gemini-2.5-pro+gpt-5
llama-4-maverick+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,None,pct_cumulative,2,100,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-maverick+llama-4-scout+gemini-2.5-pro
llama-4-maverick+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,2,99.5,0.707,0.5,0.98,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-maverick+llama-4-scout+gemini-2.5-pro
llama-4-maverick+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Mild,pct_cumulative,2,81.5,0.707,0.5,0.98,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-maverick+llama-4-scout+gemini-2.5-pro
llama-4-maverick+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Moderate,pct_cumulative,2,45.5,0.707,0.5,0.98,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-maverick+llama-4-scout+gemini-2.5-pro
llama-4-maverick+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Severe,pct_cumulative,2,11.5,0.707,0.5,0.98,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-maverick+llama-4-scout+gemini-2.5-pro
llama-4-scout+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,None,pct_cumulative,1,100,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+gemini-2.0-flash+claude-3.7-sonnet
llama-4-scout+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,1,100,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+gemini-2.0-flash+claude-3.7-sonnet
llama-4-scout+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,Mild,pct_cumulative,1,96,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+gemini-2.0-flash+claude-3.7-sonnet
llama-4-scout+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,Moderate,pct_cumulative,1,59,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+gemini-2.0-flash+claude-3.7-sonnet
llama-4-scout+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,Severe,pct_cumulative,1,10,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+gemini-2.0-flash+claude-3.7-sonnet
llama-4-scout+gemini-2.5-pro+gemini-2.5-pro,Agent3,Guardian+Guardian,None,pct_cumulative,10,100,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+gemini-2.5-pro+gemini-2.5-pro
llama-4-scout+gemini-2.5-pro+gemini-2.5-pro,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,10,99,0.816,0.258,0.506,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+gemini-2.5-pro+gemini-2.5-pro
llama-4-scout+gemini-2.5-pro+gemini-2.5-pro,Agent3,Guardian+Guardian,Mild,pct_cumulative,10,78.1,3.479,1.1,2.156,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+gemini-2.5-pro+gemini-2.5-pro
llama-4-scout+gemini-2.5-pro+gemini-2.5-pro,Agent3,Guardian+Guardian,Moderate,pct_cumulative,10,41.6,3.307,1.046,2.049,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+gemini-2.5-pro+gemini-2.5-pro
llama-4-scout+gemini-2.5-pro+gemini-2.5-pro,Agent3,Guardian+Guardian,Severe,pct_cumulative,10,6.9,1.792,0.567,1.111,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+gemini-2.5-pro+gemini-2.5-pro
llama-4-scout+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,None,pct_cumulative,10,100,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+gemini-2.5-pro+gpt-5
llama-4-scout+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,10,97.2,0.919,0.291,0.57,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+gemini-2.5-pro+gpt-5
llama-4-scout+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Mild,pct_cumulative,10,72,3.197,1.011,1.982,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+gemini-2.5-pro+gpt-5
llama-4-scout+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Moderate,pct_cumulative,10,39.5,4.478,1.416,2.776,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+gemini-2.5-pro+gpt-5
llama-4-scout+gemini-2.5-pro+gpt-5,Agent3,Guardian+Guardian,Severe,pct_cumulative,10,6.6,1.713,0.542,1.062,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+gemini-2.5-pro+gpt-5
llama-4-scout+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,None,pct_cumulative,2,100,0,0,0,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+llama-4-scout+gemini-2.5-pro
llama-4-scout+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,2,99.5,0.707,0.5,0.98,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+llama-4-scout+gemini-2.5-pro
llama-4-scout+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Mild,pct_cumulative,2,79,2.828,2,3.92,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+llama-4-scout+gemini-2.5-pro
llama-4-scout+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Moderate,pct_cumulative,2,43.5,7.778,5.5,10.78,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+llama-4-scout+gemini-2.5-pro
llama-4-scout+llama-4-scout+gemini-2.5-pro,Agent3,Guardian+Guardian,Severe,pct_cumulative,2,9,1.414,1,1.96,NA,NA,NO,AllCases,Unanimous,AllHarm,llama-4-scout+llama-4-scout+gemini-2.5-pro
o3-mini+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,None,pct_cumulative,1,100,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,o3-mini+gemini-2.0-flash+claude-3.7-sonnet
o3-mini+gemini-2.0-flash+claude-3.7-sonnet,Agent3,Guardian+Guardian,Uncertain,pct_cumulative,1,99,NA,NA,NA,NA,NA,NO,AllCases,Unanimous,AllHarm,o3-mini+gemini-2.0-flash+claude-3.7-sonnet
